Last Update,Neighbourhood,Development,Developer,Floor Level,Apartment Number ,ApartmentType,Internal Area,External Area,Total Area,Rate,Price,Discounted amount,Launch day Price Incl.VAT,Status,Orientation/View
,Southern Suburbs,Newlands Peak,Rawson,6th,609,1 BED,54,,54,41667,2250000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,6th,613,1 BED,49,,49,45408,2225000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,6th,614,1 BED,59,,59,38390,2265000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,6th,617,1 BED,72,,72,37847,2725000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,6th,620,1 BED,50,,50,41000,2050000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,6th,624,1 BED,46,,46,47283,2175000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,6th,625,1 BED,50,,50,48000,2400000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,6th,634,1 BED,50,,50,48500,2425000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,7th,704,1 BED,49,,49,46429,2275000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,7th,708,1 BED,50,,50,44000,2200000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,7th,709,1 BED,54,,54,42593,2300000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,7th,713,1 BED,49,,49,46939,2300000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,7th,714,1 BED,59,,59,39661,2340000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,7th,717,1 BED,72,,72,38889,2800000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,7th,720,1 BED,50,,50,41000,2050000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,7th,724,1 BED,46,,46,48913,2250000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,7th,725,1 BED,50,,50,49500,2475000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,7th,734,1 BED,50,,50,50000,2500000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,8th,804,1 BED,49,,49,47959,2350000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,8th,808,1 BED,50,,50,45500,2275000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,8th,813,1 BED,49,,49,48469,2375000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,8th,814,1 BED,59,,59,40932,2415000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,8th,817,1 BED,72,,72,39931,2875000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,8th,820,1 BED,50,,50,41000,2050000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,8th,824,1 BED,46,,46,50543,2325000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,8th,825,1 BED,50,,50,51000,2550000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,8th,829,1 BED,41,,41,53049,2175000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,8th,830,1 BED,41,,41,53049,2175000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,G,1,2 BED,126,,126,30556,3850000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,G,3,2 BED,97,,97,35052,3400000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,G,6,2 BED,114,,114,32018,3650000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,G,11,2 BED,125,,125,29200,3650000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,G,13,2 BED,160,,160,21563,3450000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,G,16,2 BED,112,,112,32143,3600000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,G,18,2 BED,136,,136,29779,4050000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,4th,401,2 BED,115,,115,33478,3850000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,4th,406,2 BED,119,,119,34874,4150000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,4th,410,2 BED,55,,55,29091,1600000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,4th,411,2 BED,130,,130,31923,4150000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,4th,415,2 BED,144,,144,24306,3500000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,4th,416,2 BED,84,,84,37500,3150000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,4th,423,2 BED,129,,129,27907,3600000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,4th,427,2 BED,122,,122,37295,4550000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,4th,432,2 BED,122,,122,37295,4550000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,5th,436,2 BED,125,,125,33520,4190000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,5th,501,2 BED,102,,102,32843,3350000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,5th,506,2 BED,103,,103,38835,4000000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,5th,511,2 BED,104,,104,38702,4025000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,5th,515,2 BED,100,,100,31900,3190000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,5th,516,2 BED,67,,67,42537,2850000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,5th,523,2 BED,100,,100,33000,3300000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,5th,527,2 BED,103,,103,40534,4175000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,5th,532,2 BED,103,,103,40291,4150000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,5th,536,2 BED,105,,105,37619,3950000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,6th,601,2 BED,102,,102,36520,3725000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,6th,606,2 BED,103,,103,39563,4075000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,6th,611,2 BED,104,,104,39423,4100000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,6th,615,2 BED,100,,100,32650,3265000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,6th,616,2 BED,67,,67,43657,2925000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,6th,623,2 BED,100,,100,33750,3375000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,6th,627,2 BED,103,,103,41262,4250000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,6th,632,2 BED,103,,103,41019,4225000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,6th,636,2 BED,105,,105,38333,4025000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,7th,701,2 BED,102,,102,37255,3800000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,7th,706,2 BED,103,,103,40291,4150000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,7th,711,2 BED,104,,104,40144,4175000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,7th,715,2 BED,100,,100,33400,3340000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,7th,716,2 BED,67,,67,44776,3000000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,7th,723,2 BED,100,,100,34500,3450000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,7th,727,2 BED,103,,103,41990,4325000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,7th,732,2 BED,103,,103,41748,4300000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,7th,736,2 BED,105,,105,39048,4100000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,8th,801,2 BED,102,,102,37990,3875000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,8th,806,2 BED,103,,103,41019,4225000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,8th,809,2 BED,54,,54,43981,2375000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,8th,811,2 BED,104,,104,40865,4250000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,8th,815,2 BED,100,,100,34150,3415000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,8th,816,2 BED,67,,67,45896,3075000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,8th,823,2 BED,100,,100,35250,3525000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,8th,827,2 BED,103,,103,42718,4400000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,8th,836,2 BED,50,,50,51500,2575000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,8th,838,2 BED,105,,105,39762,4175000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,9th,908,2 BED,93,,93,39785,3700000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,9th,913,2 BED,95,,95,40000,3800000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,9th,901,3 BED,166,,166,42771,7100000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,9th,902,3 BED,135,,135,42963,5800000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,9th,903,3 BED,138,,138,42029,5800000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,9th,904,1 BED,54,,54,49074,2650000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,9th,905,3 BED,123,,123,38211,4700000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,9th,906,2 BED,107,,107,42991,4600000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,9th,907,1 BED,58,,58,46552,2700000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,9th,909,2 BED,86,,86,45349,3900000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,9th,910,2 BED,93,,93,43011,4000000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,9th,911,2 BED,92,,92,43478,4000000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,9th,912,2 BED,81,,81,48148,3900000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,9th,914,STUDIO,46,,46,50000,2300000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,9th,915,3 BED,131,,131,41985,5500000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,9th,916,3 BED,132,,132,41667,5500000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,9th,917,3 BED,132,,132,41667,5500000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,9th,918,3 BED,131,,131,44275,5800000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,9th,919,3 BED,138,,138,44203,6100000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,10th,1001,4 BED,317,,317,41640,13200000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,10th,1002,3 BED,123,,123,46341,5700000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,10th,1003,4 BED,192,,192,44010,8450000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,10th,1004,3 BED,123,,123,39024,4800000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,10th,1005,2 BED,107,,107,43925,4700000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,10th,1006,3 BED,151,,151,42384,6400000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,10th,1007,2 BED,86,,86,46512,4000000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,10th,1008,2 BED,93,,93,44086,4100000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,10th,1009,2 BED,92,,92,44565,4100000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,10th,1010,2 BED,81,,81,49383,4000000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,10th,1011,3 BED,141,,141,43262,6100000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,10th,1012,3 BED,131,,131,42748,5600000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,10th,1013,3 BED,132,,132,42424,5600000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,10th,1014,4 BED,178,,178,37640,6700000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,10th,1015,2 BED,90,,90,46667,4200000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,G,4,STUDIO,63,,63,34127,2150000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,G,7,STUDIO,60,,60,30833,1850000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,G,8,STUDIO,59,,59,28814,1700000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,G,10,STUDIO,69,,69,31739,2190000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,G,14,STUDIO,54,,54,34259,1850000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,G,17,STUDIO,43,,43,38372,1650000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,4th,402,STUDIO,39,,39,41026,1600000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,4th,403,STUDIO,38,,38,41447,1575000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,4th,405,STUDIO,39,,39,40385,1575000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,4th,407,STUDIO,40,,40,40000,1600000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,4th,412,STUDIO,44,,44,35795,1575000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,4th,418,STUDIO,46,,46,40217,1850000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,4th,419,STUDIO,44,,44,42045,1850000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,4th,421,STUDIO,33,,33,40909,1350000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,4th,422,STUDIO,42,,42,44048,1850000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,4th,426,STUDIO,41,,41,39634,1625000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,4th,428,STUDIO,41,,41,39634,1625000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,4th,429,STUDIO,47,,47,45745,2150000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,4th,430,STUDIO,47,,47,45745,2150000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,4th,431,STUDIO,41,,41,39634,1625000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,4th,433,STUDIO,41,,41,39634,1625000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,4th,435,STUDIO,42,,42,41667,1750000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,5th,502,STUDIO,37,,37,36486,1350000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,5th,503,STUDIO,35,,35,38571,1350000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,5th,505,STUDIO,34,,34,39706,1350000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,5th,507,STUDIO,34,,34,39706,1350000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,5th,510,STUDIO,41,,41,35366,1450000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,5th,518,STUDIO,46,,46,36957,1700000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,5th,519,STUDIO,44,,44,38636,1700000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,5th,521,STUDIO,30,,30,45000,1350000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,5th,522,STUDIO,41,,41,41463,1700000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,5th,526,STUDIO,35,,35,41429,1450000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,5th,528,STUDIO,35,,35,41429,1450000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,5th,529,STUDIO,41,,41,47561,1950000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,5th,530,STUDIO,41,,41,47561,1950000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,5th,531,STUDIO,35,,35,41429,1450000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,5th,533,STUDIO,35,,35,41429,1450000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,5th,535,STUDIO,37,,37,43919,1625000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,6th,602,STUDIO,37,,37,41892,1550000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,6th,603,STUDIO,35,,35,44286,1550000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,6th,605,STUDIO,34,,34,47059,1600000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,6th,607,STUDIO,34,,34,47059,1600000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,6th,610,STUDIO,41,,41,37805,1550000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,6th,612,STUDIO,35,,35,41429,1450000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,6th,618,STUDIO,46,,46,38587,1775000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,6th,619,STUDIO,44,,44,40341,1775000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,6th,621,STUDIO,30,,30,45000,1350000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,6th,622,STUDIO,41,,41,43293,1775000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,6th,626,STUDIO,35,,35,44286,1550000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,6th,628,STUDIO,35,,35,44286,1550000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,6th,629,STUDIO,41,,41,49390,2025000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,6th,630,STUDIO,41,,41,49390,2025000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,6th,631,STUDIO,35,,35,44286,1550000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,6th,633,STUDIO,35,,35,44286,1550000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,6th,635,STUDIO,37,,37,45270,1675000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,7th,702,STUDIO,37,,37,43919,1625000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,7th,703,STUDIO,35,,35,46429,1625000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,7th,705,STUDIO,34,,34,47794,1625000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,7th,707,STUDIO,34,,34,47794,1625000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,7th,710,STUDIO,41,,41,39634,1625000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,7th,712,STUDIO,35,,35,47143,1650000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,7th,718,STUDIO,46,,46,40217,1850000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,7th,719,STUDIO,44,,44,42045,1850000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,7th,721,STUDIO,30,,30,45000,1350000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,7th,722,STUDIO,41,,41,45122,1850000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,7th,726,STUDIO,35,,35,46429,1625000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,7th,728,STUDIO,35,,35,46429,1625000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,7th,729,STUDIO,41,,41,51220,2100000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,7th,730,STUDIO,41,,41,51220,2100000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,7th,731,STUDIO,35,,35,46429,1625000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,7th,733,STUDIO,35,,35,46429,1625000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,7th,735,STUDIO,37,,37,47297,1750000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,8th,802,STUDIO,37,,37,45270,1675000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,8th,803,STUDIO,35,,35,50000,1750000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,8th,805,STUDIO,34,,34,51471,1750000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,8th,807,STUDIO,34,,34,50735,1725000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,8th,810,STUDIO,41,,41,40854,1675000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,8th,812,STUDIO,35,,35,45000,1575000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,8th,818,STUDIO,46,,46,41848,1925000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,8th,819,STUDIO,44,,44,43750,1925000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,8th,821,STUDIO,30,,30,46667,1400000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,8th,822,STUDIO,41,,41,46951,1925000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,8th,826,STUDIO,35,,35,49286,1725000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,8th,828,STUDIO,35,,35,49286,1725000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,8th,831,STUDIO,35,,35,49286,1725000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,8th,832,STUDIO,35,,35,46429,1625000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,8th,833,STUDIO,35,,35,46429,1625000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,8th,834,STUDIO,35,,35,46429,1625000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,8th,835,STUDIO,35,,35,46429,1625000,,,SOLD,
,Southern Suburbs,Newlands Peak,Rawson,8th,837,STUDIO,37,,37,49324,1825000,,,SOLD,
20-Feb-23,Vredehoek,Deer Park Place,Signatura,3rd,301,1 BED,41,0,41,58415,2395000,,,SOLD,
20-Feb-23,Vredehoek,Deer Park Place,Signatura,3rd,305,1 BED,41,0,41,58415,2395000,,,SOLD,
20-Feb-23,Vredehoek,Deer Park Place,Signatura,3rd,306,1 BED,41,0,41,58415,2395000,,,SOLD,
20-Feb-23,Vredehoek,Deer Park Place,Signatura,4th,401,1 BED,41,0,41,63293,2595000,,,SOLD,
20-Feb-23,Vredehoek,Deer Park Place,Signatura,4th,405,1 BED,41,0,41,62073,2545000,,,SOLD,
20-Feb-23,Vredehoek,Deer Park Place,Signatura,4th,406,1 BED,41,0,41,62073,2545000,,,SOLD,
20-Feb-23,Vredehoek,Deer Park Place,Signatura,2nd,201,2 BED,55,4,59,50763,2995000,,,SOLD,
20-Feb-23,Vredehoek,Deer Park Place,Signatura,2nd,202,2 BED,67,18,85,45294,3850000,,,SOLD,
20-Feb-23,Vredehoek,Deer Park Place,Signatura,2nd,203,2 BED,67,18,85,44118,3750000,,,SOLD,
20-Feb-23,Vredehoek,Deer Park Place,Signatura,2nd,204,2 BED,55,4,59,52542,3100000,,,SOLD,
20-Feb-23,Vredehoek,Deer Park Place,Signatura,3rd,302,2 BED,59,4,63,55476,3495000,,,SOLD,
20-Feb-23,Vredehoek,Deer Park Place,Signatura,3rd,307,2 BED,46,0,46,58587,2695000,,,SOLD,
20-Feb-23,Vredehoek,Deer Park Place,Signatura,3rd,308,2 BED,55,4,59,54153,3195000,,,SOLD,
20-Feb-23,Vredehoek,Deer Park Place,Signatura,3rd,309,2 BED,67,14,81,49321,3995000,,,SOLD,
20-Feb-23,Vredehoek,Deer Park Place,Signatura,3rd,310,2 BED,67,14,81,49321,3995000,,,SOLD,
20-Feb-23,Vredehoek,Deer Park Place,Signatura,3rd,311,2 BED,55,4,59,53305,3145000,,,SOLD,
20-Feb-23,Vredehoek,Deer Park Place,Signatura,4th,402,2 BED,59,5,64,56953,3645000,,,SOLD,
20-Feb-23,Vredehoek,Deer Park Place,Signatura,4th,407,2 BED,46,0,46,65109,2995000,,,SOLD,
20-Feb-23,Vredehoek,Deer Park Place,Signatura,3rd,303,3 BED,72,7,79,54367,4295000,,,SOLD,
20-Feb-23,Vredehoek,Deer Park Place,Signatura,3rd,304,3 BED,72,7,79,54367,4295000,,,SOLD,
20-Feb-23,Vredehoek,Deer Park Place,Signatura,4th,403,3 BED,72,8,80,56188,4495000,,,SOLD,
20-Feb-23,Vredehoek,Deer Park Place,Signatura,4th,404,3 BED,72,8,80,56188,4495000,,,SOLD,
20-Feb-23,Vredehoek,Deer Park Place,Signatura,4th,408,3 BED,83,36,119,41975,4995000,,,SOLD,
20-Feb-23,Vredehoek,Deer Park Place,Signatura,4th,409,3 BED,83,36,119,41975,4995000,,,SOLD,
,De Waterkant,The Rose on 117,Signatura,5th,501,STUDIO,26,2,28,61607,1725000,,,SOLD,
,De Waterkant,The Rose on 117,Signatura,5th,507,STUDIO,27,2,29,52586,1525000,,,SOLD,
,De Waterkant,The Rose on 117,Signatura,5th,508,STUDIO,27,2,29,52586,1525000,,,SOLD,
,De Waterkant,The Rose on 117,Signatura,5th,509,STUDIO,27,2,29,52586,1525000,,,SOLD,
,De Waterkant,The Rose on 117,Signatura,5th,510,STUDIO,25,2,27,58333,1575000,,,SOLD,
,De Waterkant,The Rose on 117,Signatura,6th,601,STUDIO,26,2,28,65179,1825000,,,SOLD,
,De Waterkant,The Rose on 117,Signatura,6th,603,STUDIO,27,2,29,66379,1925000,,,UNSOLD,
,De Waterkant,The Rose on 117,Signatura,6th,607,STUDIO,27,2,29,56034,1625000,,,SOLD,
,De Waterkant,The Rose on 117,Signatura,6th,608,STUDIO,27,2,29,56034,1625000,,,SOLD,
,De Waterkant,The Rose on 117,Signatura,6th,609,STUDIO,27,2,29,56034,1625000,,,SOLD,
,De Waterkant,The Rose on 117,Signatura,6th,610,STUDIO,25,2,27,62037,1675000,,,SOLD,
,De Waterkant,The Rose on 117,Signatura,7th,701,STUDIO,26,2,28,68750,1925000,,,SOLD,
,De Waterkant,The Rose on 117,Signatura,7th,707,STUDIO,27,2,29,59483,1725000,,,SOLD,
,De Waterkant,The Rose on 117,Signatura,7th,710,STUDIO,25,2,27,65741,1775000,,,UNSOLD,
3-Mar-23,Southern Suburbs,Cresent Road,Warren Adler & Peter Blythe,1st,101,2 BED,77,3,80,36875,2950000,,,UNSOLD,
3-Mar-23,Southern Suburbs,Cresent Road,Warren Adler & Peter Blythe,1st,102,2 BED,71,3,74,37162,2750000,,,UNSOLD,
3-Mar-23,Southern Suburbs,Cresent Road,Warren Adler & Peter Blythe,1st,103,2 BED,78,15,93,33333,3100000,,,UNSOLD,
3-Mar-23,Southern Suburbs,Cresent Road,Warren Adler & Peter Blythe,1st,104,2 BED,76,7,83,34337,2850000,,,UNSOLD,
3-Mar-23,Southern Suburbs,Cresent Road,Warren Adler & Peter Blythe,1st,105,2 BED,86,4,90,32778,2950000,,,UNSOLD,
3-Mar-23,Southern Suburbs,Cresent Road,Warren Adler & Peter Blythe,2nd,201,2 BED,77,3,80,38750,3100000,,,UNSOLD,
3-Mar-23,Southern Suburbs,Cresent Road,Warren Adler & Peter Blythe,2nd,202,2 BED,71,3,74,39189,2900000,,,UNSOLD,
3-Mar-23,Southern Suburbs,Cresent Road,Warren Adler & Peter Blythe,2nd,203,2 BED,78,15,93,36290,3375000,,,UNSOLD,
3-Mar-23,Southern Suburbs,Cresent Road,Warren Adler & Peter Blythe,2nd,204,2 BED,76,7,83,37651,3125000,,,UNSOLD,
